39, shops, 77516, Bachelors, 13, live, Adm-clerical, bus, book, action, 2174, 0, 40, United-States, <=50
24, malls, 60783, Some-college, 10, DVD, Transport-moving, car, book, action, 0, 0, 70, United-States, >50
26, malls, 183224, Some-college, 10, live, Adm-clerical, running, web, aventure, 0, 0, 35, United-States, <=50
59, ecommerce, 100776, Assoc-voc, 11, social_networks, Adm-clerical, bus, book, aventure, 0, 0, 40, United-States, <=50
43, malls, 57600, Doctorate, 16, theaters, Prof-specialty, bus, book, aventure, 0, 0, 40, ?, <=50
20, malls, 174063, Some-college, 10, live, Other-service, running, book, aventure, 0, 0, 40, United-States, <=50
41, malls, 306495, HS-grad, 9, DVD, Farming-fishing, car, book, action, 0, 0, 40, United-States, <=50
51, malls, 249741, Some-college, 10, DVD, Sales, car, book, action, 0, 0, 40, United-States, <=50
27, malls, 93021, HS-grad, 9, live, Adm-clerical, walking, Other, aventure, 0, 0, 40, United-States, <=50
36, malls, 49626, HS-grad, 9, DVD, Exec-managerial, car, book, action, 0, 0, 40, United-States, <=50
25, malls, 63062, Some-college, 10, live, Farming-fishing, running, book, action, 0, 0, 60, United-States, <=50
55, malls, 320835, Bachelors, 13, DVD, Sales, car, book, action, 0, 0, 50, United-States, >50
22, ecommerce, 123727, Some-college, 10, live, Prof-specialty, bus, book, aventure, 0, 0, 21, United-States, <=50
58, shops, 110517, Doctorate, 16, DVD, Prof-specialty, car, web, action, 4064, 0, 40, India, <=50
43, malls, 149670, Some-college, 10, DVD, Adm-clerical, cycling, book, aventure, 4064, 0, 15, United-States, <=50
39, malls, 172425, Assoc-voc, 11, DVD, Adm-clerical, cycling, book, aventure, 0, 0, 20, United-States, >50
40, malls, 216116, 9th, 5, live, Machine-op-inspct, walking, magazine, aventure, 0, 0, 40, Haiti, <=50
46, malls, 174209, HS-grad, 9, social_networks, Exec-managerial, bus, book, action, 0, 0, 45, United-States, <=50
54, supermarkets, 175083, HS-grad, 9, live, Adm-clerical, walking, book, aventure, 0, 0, 20, United-States, <=50
19, malls, 129059, Some-college, 10, live, Sales, running, magazine, action, 0, 0, 30, United-States, <=50
24, malls, 121313, HS-grad, 9, DVD, Adm-clerical, car, book, action, 0, 0, 40, United-States, <=50
53, ?, 181317, HS-grad, 9, DVD, ?, car, book, action, 0, 0, 40, United-States, <=50
24, shops, 166851, Masters, 14, live, Prof-specialty, bus, book, action, 0, 0, 13, United-States, <=50
29, markets, 29616, HS-grad, 9, live, Farming-fishing, running, book, action, 0, 0, 65, United-States, <=50
56, Self-emp-inc, 105582, Some-college, 10, DVD, Exec-managerial, car, book, action, 7688, 0, 50, United-States, >50
54, ?, 124993, HS-grad, 9, DVD, ?, car, book, action, 0, 0, 40, United-States, >50
21, ?, 148509, Some-college, 10, live, ?, bus, book, aventure, 0, 0, 30, United-States, <=50
34, malls, 230246, 9th, 5, websites, Craft-repair, bus, book, action, 0, 0, 40, ?, <=50
56, malls, 117881, 11th, 7, social_networks, Machine-op-inspct, bus, book, aventure, 0, 0, 40, United-States, <=50
34, malls, 203408, Bachelors, 13, DVD, Prof-specialty, car, book, action, 7688, 0, 50, United-States, >50
19, malls, 446219, 10th, 6, live, Sales, walking, magazine, aventure, 0, 0, 40, United-States, <=50
32, Self-emp-inc, 110331, HS-grad, 9, DVD, Sales, car, book, action, 0, 0, 65, United-States, >50
48, malls, 207946, HS-grad, 9, social_networks, Adm-clerical, walking, book, aventure, 0, 0, 52, United-States, <=50
67, ?, 45537, Masters, 14, DVD, ?, car, magazine, action, 0, 0, 40, United-States, >50
47, malls, 188330, HS-grad, 9, DVD, Transport-moving, car, book, action, 0, 0, 25, United-States, <=50
52, malls, 147629, HS-grad, 9, DVD, Transport-moving, car, book, action, 0, 0, 60, United-States, >50
40, malls, 153799, 1st-4th, 2, theaters, Machine-op-inspct, walking, book, aventure, 0, 0, 40, Dominican-Republic, <=50
28, malls, 203776, 10th, 6, DVD, Craft-repair, car, book, action, 0, 0, 50, United-States, <=50
41, malls, 168071, Bachelors, 13, DVD, Exec-managerial, car, book, action, 7298, 0, 50, United-States, >50
57, malls, 348430, 1st-4th, 2, social_networks, Craft-repair, walking, book, action, 0, 0, 40, Portugal, <=50
51, malls, 103407, HS-grad, 9, social_networks, Adm-clerical, bus, book, aventure, 0, 0, 40, United-States, <=50
26, ?, 152046, 11th, 7, live, ?, bus, book, aventure, 0, 0, 35, Germany, <=50
36, malls, 153205, Bachelors, 13, DVD, Prof-specialty, car, web, action, 0, 0, 45, ?, <=50
33, malls, 326104, Some-college, 10, DVD, Exec-managerial, car, book, action, 0, 0, 50, United-States, >50
46, malls, 238162, Bachelors, 13, DVD, Craft-repair, car, book, action, 0, 0, 45, United-States, >50
50, malls, 221336, HS-grad, 9, social_networks, Adm-clerical, Other-relative, web, aventure, 0, 0, 40, Philippines, <=50
33, malls, 180656, Some-college, 10, theaters, Craft-repair, bus, book, action, 0, 0, 40, ?, <=50
77, markets, 145329, HS-grad, 9, live, Machine-op-inspct, bus, book, action, 401, 0, 20, United-States, <=50
39, malls, 315776, Masters, 14, live, Exec-managerial, bus, magazine, action, 8614, 0, 52, United-States, >50
67, ?, 150516, HS-grad, 9, Widowed, ?, walking, book, action, 0, 0, 3, United-States, <=50
35, malls, 325802, Assoc-acdm, 12, social_networks, Handlers-cleaners, walking, book, aventure, 0, 0, 24, United-States, <=50
23, malls, 133985, 10th, 6, live, Craft-repair, running, magazine, aventure, 0, 0, 40, United-States, <=50
37, malls, 269329, Assoc-voc, 11, social_networks, Prof-specialty, bus, book, aventure, 8614, 0, 45, United-States, >50
41, malls, 183203, HS-grad, 9, DVD, Transport-moving, car, book, action, 0, 0, 50, United-States, >50
60, malls, 76127, Assoc-acdm, 12, DVD, Adm-clerical, car, book, action, 0, 0, 35, United-States, >50
32, malls, 195891, Bachelors, 13, live, Adm-clerical, bus, book, action, 0, 0, 55, United-States, <=50
56, supermarkets, 162137, HS-grad, 9, DVD, Transport-moving, car, tv, action, 0, 0, 40, United-States, <=50
45, shops, 37672, Assoc-voc, 11, social_networks, Tech-support, walking, book, aventure, 0, 0, 40, United-States, <=50
24, malls, 161708, HS-grad, 9, social_networks, Exec-managerial, bus, book, aventure, 0, 0, 45, United-States, >50
18, malls, 80616, 10th, 6, live, Handlers-cleaners, running, book, action, 0, 0, 27, United-States, <=50
31, malls, 209276, HS-grad, 9, DVD, Other-service, car, Other, action, 0, 0, 40, United-States, <=50
21, ?, 34443, Some-college, 10, live, ?, running, book, action, 0, 0, 50, United-States, <=50
45, malls, 192835, Bachelors, 13, DVD, Exec-managerial, car, book, action, 0, 1977, 55, United-States, >50
23, malls, 203240, Some-college, 10, live, Other-service, bus, book, aventure, 0, 0, 40, United-States, <=50
45, shops, 102308, Some-college, 10, DVD, Exec-managerial, car, book, action, 0, 0, 40, United-States, <=50
18, malls, 40829, 11th, 7, live, Sales, Other-relative, tv, aventure, 0, 0, 25, United-States, <=50
25, malls, 60726, HS-grad, 9, DVD, Transport-moving, car, magazine, action, 0, 0, 30, United-States, <=50
31, shops, 116677, HS-grad, 9, DVD, Sales, car, book, action, 0, 0, 40, United-States, <=50
19, malls, 57067, HS-grad, 9, live, Machine-op-inspct, Other-relative, book, action, 0, 0, 45, United-States, <=50
41, malls, 304906, Bachelors, 13, DVD, Exec-managerial, car, book, action, 0, 0, 40, United-States, >50
74, malls, 101590, Prof-school, 15, Widowed, Adm-clerical, bus, magazine, aventure, 0, 0, 20, United-States, <=50
27, malls, 258102, 5th-6th, 3, live, Transport-moving, bus, book, action, 0, 0, 40, Mexico, <=50
23, malls, 241185, HS-grad, 9, live, Adm-clerical, bus, book, aventure, 0, 0, 40, United-States, <=50
31, malls, 124827, Assoc-voc, 11, DVD, Sales, car, book, action, 0, 0, 40, United-States, >50
40, Self-emp-inc, 76625, HS-grad, 9, DVD, Handlers-cleaners, car, book, action, 0, 0, 40, United-States, <=50
41, supermarkets, 263339, HS-grad, 9, DVD, Transport-moving, car, book, action, 0, 0, 40, United-States, >50
25, malls, 135645, Masters, 14, live, Sales, bus, book, action, 0, 0, 20, United-States, <=50
42, malls, 245626, HS-grad, 9, DVD, Craft-repair, car, tv, action, 0, 0, 60, United-States, <=50
24, malls, 210781, Bachelors, 13, live, Craft-repair, bus, book, aventure, 0, 0, 40, United-States, <=50
42, malls, 235786, Assoc-acdm, 12, DVD, Craft-repair, car, book, action, 0, 0, 50, United-States, >50
45, markets, 160167, 10th, 6, DVD, Craft-repair, car, book, action, 0, 0, 70, United-States, <=50
52, supermarkets, 30731, HS-grad, 9, DVD, Exec-managerial, car, book, action, 7298, 0, 40, United-States, >50
34, malls, 314375, Assoc-voc, 11, social_networks, Craft-repair, bus, book, action, 0, 0, 40, United-States, <=50
32, malls, 81528, HS-grad, 9, live, Handlers-cleaners, Other-relative, book, action, 0, 0, 60, United-States, <=50
54, malls, 182854, HS-grad, 9, DVD, Craft-repair, car, book, action, 0, 0, 45, United-States, <=50
42, supermarkets, 296798, 11th, 7, live, Tech-support, bus, book, action, 0, 1340, 40, United-States, <=50
32, malls, 194426, Bachelors, 13, DVD, Tech-support, car, book, action, 15024, 0, 40, United-States, >50
40, ?, 70645, Some-college, 10, DVD, ?, cycling, book, aventure, 0, 0, 20, United-States, <=50
55, Self-emp-inc, 141807, Bachelors, 13, DVD, Sales, car, book, action, 0, 0, 60, United-States, >50
66, ?, 112871, 11th, 7, live, ?, bus, book, action, 0, 0, 30, United-States, <=50
52, shops, 71344, Masters, 14, DVD, Prof-specialty, car, book, action, 0, 0, 40, United-States, <=50
21, shops, 341410, Some-college, 10, live, Adm-clerical, bus, book, aventure, 0, 0, 15, United-States, <=50
33, malls, 118941, Bachelors, 13, DVD, Exec-managerial, cycling, book, aventure, 0, 0, 40, United-States, >50
52, ?, 159755, Assoc-voc, 11, DVD, ?, car, book, action, 0, 0, 50, United-States, >50
28, malls, 128509, 5th-6th, 3, live, Machine-op-inspct, bus, book, aventure, 0, 0, 40, ?, <=50
27, markets, 229125, 11th, 7, DVD, Craft-repair, car, book, action, 0, 0, 40, United-States, <=50
42, ecommerce, 142756, Bachelors, 13, social_networks, Prof-specialty, bus, book, aventure, 0, 0, 50, United-States, <=50
27, Self-emp-inc, 243871, Some-college, 10, live, Adm-clerical, running, book, aventure, 0, 0, 45, United-States, <=50
47, malls, 213140, Assoc-voc, 11, DVD, Craft-repair, car, book, action, 7688, 0, 40, United-States, >50
19, malls, 196857, HS-grad, 9, live, Other-service, bus, book, aventure, 0, 0, 40, United-States, <=50
46, malls, 138626, Some-college, 10, DVD, Craft-repair, car, book, action, 0, 0, 40, United-States, <=50
55, markets, 161334, HS-grad, 9, Widowed, Other-service, bus, book, aventure, 0, 0, 25, Nicaragua, <=50
50, malls, 273536, 7th-8th, 4, DVD, Sales, car, Other, action, 0, 0, 49, Dominican-Republic, <=50
32, malls, 115631, Some-college, 10, live, Adm-clerical, bus, book, aventure, 4101, 0, 50, United-States, <=50
28, malls, 185957, HS-grad, 9, DVD, Adm-clerical, cycling, book, aventure, 0, 0, 40, United-States, <=50
23, malls, 334357, HS-grad, 9, live, Adm-clerical, running, magazine, aventure, 0, 0, 40, United-States, <=50
43, malls, 96102, Masters, 14, theaters, Exec-managerial, bus, book, action, 0, 0, 50, United-States, <=50
34, malls, 213226, Bachelors, 13, DVD, Prof-specialty, car, book, action, 0, 0, 40, Iran, >50
19, malls, 115248, Some-college, 10, live, Adm-clerical, bus, web, action, 0, 0, 40, Vietnam, <=50
37, malls, 185061, Some-college, 10, DVD, Exec-managerial, car, web, action, 0, 0, 55, United-States, <=50
27, malls, 147638, Bachelors, 13, live, Adm-clerical, Other-relative, web, aventure, 0, 0, 40, Hong, <=50
18, malls, 280298, HS-grad, 9, live, Sales, running, book, aventure, 0, 0, 24, United-States, <=50
31, malls, 163516, Some-college, 10, Widowed, Adm-clerical, walking, book, aventure, 0, 0, 40, United-States, <=50
49, malls, 277434, HS-grad, 9, DVD, Transport-moving, car, book, action, 0, 0, 50, United-States, <=50
26, supermarkets, 206983, Prof-school, 15, DVD, Prof-specialty, car, book, action, 0, 0, 60, Columbia, <=50
48, malls, 108993, HS-grad, 9, DVD, Craft-repair, car, book, action, 0, 0, 45, United-States, >50
39, malls, 288551, HS-grad, 9, DVD, Craft-repair, car, magazine, action, 0, 0, 40, United-States, <=50
41, malls, 176069, HS-grad, 9, websites, Machine-op-inspct, walking, book, aventure, 0, 0, 40, United-States, <=50
48, shops, 183486, Assoc-voc, 11, social_networks, Prof-specialty, walking, book, aventure, 0, 0, 56, United-States, >50
40, malls, 163215, Bachelors, 13, social_networks, Exec-managerial, bus, book, aventure, 10520, 0, 40, United-States, >50
70, malls, 94692, Bachelors, 13, DVD, Sales, car, book, action, 0, 0, 70, United-States, >50
20, malls, 118462, HS-grad, 9, live, Handlers-cleaners, running, book, action, 0, 0, 43, United-States, <=50
38, malls, 407068, 5th-6th, 3, DVD, Other-service, car, book, action, 0, 0, 75, Mexico, <=50
37, markets, 243587, Some-college, 10, websites, Other-service, running, book, aventure, 0, 0, 40, Cuba, <=50
49, malls, 23074, Some-college, 10, Widowed, Exec-managerial, bus, book, aventure, 0, 0, 40, United-States, >50
51, malls, 237735, HS-grad, 9, DVD, Handlers-cleaners, car, book, action, 3103, 0, 40, United-States, >50
43, malls, 188291, 1st-4th, 2, live, Sales, running, book, action, 0, 0, 40, United-States, <=50
38, malls, 284166, Prof-school, 15, live, Prof-specialty, bus, book, action, 0, 0, 50, United-States, <=50
18, ?, 423460, 11th, 7, live, ?, running, book, action, 0, 0, 36, United-States, <=50
23, malls, 287681, 7th-8th, 4, live, Other-service, bus, book, action, 0, 0, 25, Mexico, <=50
34, malls, 509364, HS-grad, 9, DVD, Craft-repair, car, book, action, 0, 0, 40, United-States, <=50
62, ?, 139391, Some-college, 10, DVD, ?, car, book, action, 0, 0, 24, United-States, <=50
33, malls, 91964, Some-college, 10, live, Adm-clerical, walking, book, action, 0, 0, 40, United-States, <=50
31, malls, 117526, Some-college, 10, live, Farming-fishing, bus, book, aventure, 0, 0, 45, United-States, <=50
64, malls, 91343, Some-college, 10, Widowed, Tech-support, walking, book, aventure, 0, 0, 40, United-States, <=50
26, ecommerce, 336969, Bachelors, 13, DVD, Prof-specialty, car, book, action, 0, 0, 28, El-Salvador, <=50
55, malls, 255364, Some-college, 10, DVD, Prof-specialty, car, book, action, 0, 0, 40, United-States, <=50
61, ecommerce, 167670, Bachelors, 13, theaters, Prof-specialty, bus, book, action, 0, 0, 40, United-States, <=50
37, malls, 211494, HS-grad, 9, DVD, Tech-support, car, book, action, 0, 0, 40, United-States, >50
78, ecommerce, 136198, Bachelors, 13, DVD, Exec-managerial, car, book, action, 0, 0, 15, United-States, <=50
27, supermarkets, 409815, Some-college, 10, live, Adm-clerical, walking, magazine, aventure, 0, 0, 40, United-States, <=50
49, malls, 188823, HS-grad, 9, social_networks, Prof-specialty, bus, book, action, 0, 0, 42, United-States, <=50
55, shops, 146326, Masters, 14, DVD, Prof-specialty, car, book, action, 7688, 0, 45, United-States, >50
42, malls, 154374, Bachelors, 13, DVD, Transport-moving, car, book, action, 0, 0, 58, United-States, <=50
22, ?, 216563, HS-grad, 9, live, ?, Other-relative, book, aventure, 0, 0, 40, United-States, <=50
61, malls, 197286, 9th, 5, DVD, Craft-repair, car, book, action, 0, 0, 40, United-States, <=50
64, markets, 100722, Bachelors, 13, DVD, Adm-clerical, car, book, action, 0, 0, 5, United-States, <=50
46, ecommerce, 377622, HS-grad, 9, DVD, Other-service, car, book, action, 0, 0, 40, United-States, <=50
24, malls, 145964, Bachelors, 13, live, Exec-managerial, bus, book, action, 0, 0, 40, United-States, <=50
27, malls, 358636, Some-college, 10, DVD, Craft-repair, car, book, action, 2829, 0, 70, United-States, <=50
47, malls, 155489, HS-grad, 9, DVD, Transport-moving, car, book, action, 7688, 0, 55, United-States, >50
18, malls, 57413, Some-college, 10, social_networks, Other-service, running, book, action, 0, 0, 15, United-States, <=50
48, malls, 320421, HS-grad, 9, DVD, Sales, car, book, action, 0, 0, 50, United-States, <=50
50, markets, 174752, HS-grad, 9, social_networks, Farming-fishing, bus, book, action, 0, 0, 40, United-States, <=50
40, shops, 229364, Masters, 14, social_networks, Prof-specialty, bus, book, aventure, 0, 0, 45, United-States, <=50
56, markets, 157486, 10th, 6, social_networks, Sales, running, book, action, 0, 0, 40, United-States, <=50
34, malls, 92682, HS-grad, 9, live, Adm-clerical, bus, book, aventure, 4865, 0, 40, United-States, <=50
56, supermarkets, 101338, Bachelors, 13, DVD, Sales, car, book, action, 0, 0, 40, United-States, <=50
18, malls, 132652, 11th, 7, live, Other-service, running, book, action, 0, 0, 20, United-States, <=50
21, malls, 34616, Some-college, 10, live, Other-service, running, book, aventure, 0, 0, 25, United-States, <=50
40, malls, 218903, HS-grad, 9, social_networks, Tech-support, walking, book, aventure, 0, 0, 40, United-States, <=50
27, ecommerce, 204098, HS-grad, 9, DVD, Handlers-cleaners, Other-relative, book, action, 0, 0, 50, United-States, <=50
52, markets, 64045, Prof-school, 15, DVD, Prof-specialty, car, book, action, 99999, 0, 45, United-States, >50
46, malls, 189763, HS-grad, 9, social_networks, Sales, bus, book, aventure, 0, 0, 30, United-States, <=50
23, malls, 26248, HS-grad, 9, live, Adm-clerical, running, book, aventure, 0, 0, 40, United-States, <=50
50, malls, 92079, Some-college, 10, DVD, Tech-support, car, book, action, 0, 0, 45, United-States, >50
19, malls, 280071, Some-college, 10, live, Machine-op-inspct, Other-relative, book, action, 0, 0, 50, United-States, <=50
20, malls, 224059, HS-grad, 9, live, Other-service, bus, book, action, 0, 0, 40, United-States, <=50
39, malls, 185520, Some-college, 10, social_networks, Exec-managerial, bus, book, aventure, 8614, 0, 40, United-States, >50
24, malls, 265567, 11th, 7, live, Craft-repair, running, book, action, 0, 0, 35, United-States, <=50
72, malls, 106890, Assoc-voc, 11, Widowed, Adm-clerical, bus, book, aventure, 0, 0, 40, United-States, <=50
42, shops, 39586, Masters, 14, DVD, Prof-specialty, cycling, book, aventure, 0, 0, 20, United-States, >50
42, malls, 153132, Bachelors, 13, social_networks, Sales, walking, book, action, 0, 0, 45, ?, <=50
51, malls, 209912, Bachelors, 13, social_networks, Exec-managerial, bus, tv, action, 0, 0, 50, United-States, <=50
39, malls, 144169, HS-grad, 9, DVD, Sales, car, book, action, 0, 0, 50, United-States, >50
40, ecommerce, 50442, Some-college, 10, live, Adm-clerical, walking, tv, aventure, 2977, 0, 35, United-States, <=50
34, malls, 89644, Some-college, 10, DVD, Sales, car, book, action, 0, 0, 55, United-States, >50
19, malls, 275889, 11th, 7, live, Handlers-cleaners, running, book, action, 0, 0, 40, Mexico, <=50
26, malls, 231638, HS-grad, 9, live, Exec-managerial, running, book, aventure, 0, 0, 40, United-States, <=50
45, ecommerce, 224474, Bachelors, 13, social_networks, Prof-specialty, walking, book, aventure, 4934, 0, 50, United-States, >50
28, malls, 355259, Masters, 14, live, Prof-specialty, bus, book, aventure, 0, 0, 40, United-States, >50
30, supermarkets, 68330, Bachelors, 13, live, Prof-specialty, bus, book, action, 0, 0, 40, United-States, >50
32, malls, 185410, HS-grad, 9, live, Adm-clerical, bus, book, aventure, 0, 0, 40, United-States, <=50
19, malls, 87653, Some-college, 10, live, Other-service, running, book, aventure, 0, 0, 25, United-States, <=50
21, malls, 286853, HS-grad, 9, live, Other-service, running, book, action, 0, 0, 35, United-States, <=50
54, malls, 96710, HS-grad, 9, DVD, Priv-house-serv, Other-relative, magazine, aventure, 0, 0, 20, United-States, <=50
62, malls, 160143, Prof-school, 15, DVD, Prof-specialty, car, book, action, 0, 0, 30, United-States, >50
25, malls, 186925, Some-college, 10, live, Other-service, bus, book, action, 2597, 0, 48, United-States, <=50
49, Self-emp-inc, 109705, Some-college, 10, social_networks, Exec-managerial, walking, book, aventure, 0, 0, 32, United-States, <=50
32, malls, 94235, HS-grad, 9, DVD, Craft-repair, car, book, action, 0, 0, 40, United-States, >50
26, malls, 225279, Some-college, 10, live, Prof-specialty, bus, book, action, 0, 1602, 40, ?, <=50
37, ecommerce, 297449, HS-grad, 9, DVD, Protective-serv, car, book, action, 0, 0, 40, United-States, >50
58, malls, 205896, HS-grad, 9, social_networks, Sales, Other-relative, book, aventure, 0, 0, 40, United-States, <=50
37, malls, 93717, Some-college, 10, DVD, Adm-clerical, cycling, book, aventure, 7298, 0, 45, United-States, >50
41, malls, 194710, HS-grad, 9, live, Exec-managerial, bus, book, aventure, 0, 0, 40, United-States, <=50
38, malls, 236391, Bachelors, 13, DVD, Exec-managerial, car, book, action, 7688, 0, 40, United-States, >50
47, shops, 189123, HS-grad, 9, DVD, Other-service, car, book, action, 0, 0, 40, United-States, <=50
42, malls, 358677, HS-grad, 9, social_networks, Other-service, walking, magazine, action, 0, 0, 35, United-States, <=50
30, shops, 199539, HS-grad, 9, DVD, Adm-clerical, car, book, action, 0, 1902, 40, United-States, <=50
43, malls, 128170, Some-college, 10, DVD, Sales, car, book, action, 7688, 0, 40, United-States, >50
34, malls, 231238, HS-grad, 9, DVD, Machine-op-inspct, car, magazine, action, 0, 0, 40, United-States, <=50
57, malls, 296152, Some-college, 10, social_networks, Exec-managerial, Other-relative, book, aventure, 594, 0, 10, United-States, <=50
46, malls, 166003, 11th, 7, DVD, Machine-op-inspct, car, book, action, 0, 0, 40, United-States, <=50
32, malls, 281437, Some-college, 10, DVD, Transport-moving, car, book, action, 0, 0, 55, United-States, <=50
20, malls, 190231, 9th, 5, live, Machine-op-inspct, running, book, aventure, 0, 0, 11, Nicaragua, <=50
47, malls, 122026, Assoc-voc, 11, social_networks, Sales, bus, book, action, 0, 0, 50, United-States, <=50
55, ?, 205527, HS-grad, 9, social_networks, ?, bus, book, action, 0, 0, 20, United-States, <=50
53, markets, 174102, 7th-8th, 4, DVD, Exec-managerial, car, book, action, 4386, 0, 50, Greece, >50
43, malls, 125461, Bachelors, 13, DVD, Sales, car, book, action, 0, 0, 65, United-States, >50
80, markets, 184335, 7th-8th, 4, DVD, Farming-fishing, car, book, action, 0, 0, 30, United-States, <=50
24, malls, 211345, Some-college, 10, live, Other-service, running, book, aventure, 0, 0, 40, Mexico, <=50
43, ecommerce, 147328, Masters, 14, DVD, Exec-managerial, car, book, action, 0, 1977, 60, United-States, >50
22, malls, 222993, HS-grad, 9, live, Handlers-cleaners, running, book, action, 0, 0, 40, United-States, <=50
40, malls, 225978, Some-college, 10, websites, Exec-managerial, bus, magazine, action, 0, 0, 40, United-States, <=50
48, malls, 121124, HS-grad, 9, DVD, Exec-managerial, car, book, action, 0, 0, 50, United-States, >50
56, ?, 656036, HS-grad, 9, DVD, ?, car, book, action, 0, 0, 25, United-States, <=50
34, ?, 346762, 11th, 7, social_networks, ?, running, book, action, 0, 0, 84, United-States, <=50
51, malls, 234057, HS-grad, 9, DVD, Craft-repair, car, book, action, 0, 0, 45, United-States, >50
24, supermarkets, 306515, HS-grad, 9, live, Adm-clerical, bus, book, aventure, 0, 0, 40, United-States, <=50
19, malls, 116562, HS-grad, 9, live, Other-service, running, book, aventure, 0, 0, 40, United-States, <=50
34, malls, 171159, Some-college, 10, social_networks, Adm-clerical, walking, book, aventure, 0, 0, 30, United-States, <=50
24, malls, 199011, HS-grad, 9, live, Craft-repair, running, book, action, 0, 0, 40, United-States, <=50
41, malls, 443508, Bachelors, 13, DVD, Transport-moving, car, book, action, 0, 0, 48, Canada, >50
24, malls, 29810, HS-grad, 9, social_networks, Sales, bus, book, aventure, 0, 0, 38, United-States, <=50
22, ecommerce, 238831, Some-college, 10, live, Protective-serv, running, book, action, 0, 0, 40, United-States, <=50
32, supermarkets, 566117, Some-college, 10, social_networks, Adm-clerical, walking, book, aventure, 0, 0, 40, United-States, <=50
41, malls, 255044, Bachelors, 13, social_networks, Exec-managerial, bus, book, aventure, 0, 0, 55, United-States, <=50
20, malls, 436253, Some-college, 10, live, Other-service, running, book, action, 0, 0, 35, United-States, <=50
31, malls, 300687, HS-grad, 9, live, Other-service, bus, magazine, action, 0, 0, 40, United-States, <=50
55, malls, 144071, Bachelors, 13, DVD, Tech-support, car, book, action, 0, 0, 18, United-States, >50
49, shops, 133917, Doctorate, 16, DVD, Prof-specialty, car, magazine, action, 0, 1902, 60, ?, >50
26, malls, 188767, Bachelors, 13, live, Sales, running, book, action, 0, 0, 40, United-States, <=50
27, markets, 300777, HS-grad, 9, social_networks, Transport-moving, bus, book, action, 0, 0, 70, United-States, <=50
35, malls, 26987, HS-grad, 9, websites, Adm-clerical, bus, book, aventure, 0, 0, 40, United-States, <=50
40, malls, 174395, HS-grad, 9, social_networks, Other-service, bus, book, action, 0, 0, 60, Greece, <=50
59, malls, 90290, Some-college, 10, DVD, Prof-specialty, car, book, action, 0, 0, 34, United-States, <=50
61, malls, 183735, Some-college, 10, DVD, Sales, car, book, action, 0, 0, 45, United-States, >50
31, malls, 123273, HS-grad, 9, live, Sales, running, magazine, aventure, 0, 0, 40, United-States, <=50
43, supermarkets, 186916, Masters, 14, social_networks, Protective-serv, bus, book, action, 0, 0, 60, United-States, >50
61, malls, 43554, 5th-6th, 3, live, Handlers-cleaners, bus, magazine, action, 0, 2339, 40, United-States, <=50
54, malls, 178251, Assoc-acdm, 12, Widowed, Adm-clerical, walking, book, aventure, 0, 0, 30, United-States, <=50
30, malls, 255885, Some-college, 10, DVD, Sales, car, book, action, 0, 0, 50, United-States, <=50
20, malls, 64292, Some-college, 10, live, Sales, bus, book, aventure, 0, 0, 50, United-States, <=50
27, shops, 194773, Masters, 14, live, Prof-specialty, bus, book, aventure, 0, 0, 50, Germany, <=50
44, Self-emp-inc, 133060, Some-college, 10, social_networks, Machine-op-inspct, bus, book, action, 0, 0, 60, United-States, <=50
64, malls, 258006, Some-college, 10, Widowed, Adm-clerical, bus, book, aventure, 0, 0, 40, Cuba, <=50
55, malls, 92215, HS-grad, 9, social_networks, Adm-clerical, bus, book, aventure, 0, 0, 40, United-States, <=50
34, malls, 33945, HS-grad, 9, social_networks, Craft-repair, bus, book, action, 6849, 0, 55, United-States, <=50
61, malls, 153048, HS-grad, 9, Widowed, Sales, bus, book, aventure, 0, 0, 35, United-States, <=50
28, malls, 192200, Bachelors, 13, DVD, Prof-specialty, car, book, action, 0, 0, 40, ?, <=50
34, malls, 355571, HS-grad, 9, social_networks, Machine-op-inspct, walking, magazine, aventure, 0, 0, 40, United-States, <=50
47, Self-emp-inc, 139268, Prof-school, 15, DVD, Prof-specialty, car, book, action, 0, 1977, 60, United-States, >50
26, malls, 34402, Bachelors, 13, live, Adm-clerical, bus, book, action, 0, 0, 45, United-States, <=50
35, malls, 25955, 11th, 7, live, Other-service, walking, tv, action, 0, 0, 40, United-States, <=50
36, malls, 209609, Bachelors, 13, DVD, Prof-specialty, car, book, action, 0, 0, 38, United-States, <=50
47, malls, 168283, Bachelors, 13, DVD, Prof-specialty, car, book, action, 0, 0, 40, United-States, >50
17, malls, 295488, 11th, 7, live, Other-service, running, magazine, aventure, 0, 0, 25, United-States, <=50
35, malls, 190895, Some-college, 10, DVD, Prof-specialty, car, book, action, 0, 0, 60, United-States, <=50
33, malls, 164190, Masters, 14, live, Prof-specialty, running, book, action, 0, 0, 20, United-States, <=50
25, malls, 216010, Assoc-acdm, 12, DVD, Adm-clerical, cycling, book, aventure, 0, 0, 40, United-States, <=50
18, malls, 387568, 10th, 6, live, Sales, running, book, action, 0, 0, 10, United-States, <=50
47, shops, 188386, Masters, 14, websites, Prof-specialty, bus, book, action, 0, 0, 38, United-States, <=50
44, malls, 174491, HS-grad, 9, Widowed, Other-service, walking, magazine, aventure, 0, 0, 30, United-States, <=50
41, malls, 31221, HS-grad, 9, social_networks, Other-service, walking, book, aventure, 0, 0, 30, United-States, <=50
